ID,Name,Type,Year,Category (Saffir-Simpson Scale),Wind (knots),Area,Gender of Name,Month(s),Start Date,End Date,Duration (days),Page url
Two - Tropical Depression (2000),Two,Tropical Depression,2000,,30,Atlantic,,June,24/06/2000,25/06/2000,2,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
02e - Tropical Depression (2006),02e,Tropical Depression,2006,,30,Eastern Pacific,,June,3/06/2006,4/06/2006,2,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
05e - Tropical Depression (2008),05e,Tropical Depression,2008,,30,Eastern Pacific,,July,5/07/2008,7/07/2008,3,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
14e - Tropical Depression (2007),14e,Tropical Depression,2007,,30,Eastern Pacific,,September,29/09/2007,29/09/2007,1,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
16e - Tropical Depression (2005),16e,Tropical Depression,2005,,30,Eastern Pacific,,October,15/10/2005,20/10/2005,6,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Eight  - Tropical Depression (2011),Eight ,Tropical Depression,2011,,30,Eastern Pacific,,August,31/08/2011,31/08/2011,1,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Eight  - Tropical Depression (2010),Eight ,Tropical Depression,2010,,30,Eastern Pacific,,August,20/08/2010,22/08/2010,3,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Eighte - Tropical Depression (2008),Eighte,Tropical Depression,2008,,30,Eastern Pacific,,November,2/11/2008,2/11/2008,1,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Eighte - Tropical Depression (2006),Eighte,Tropical Depression,2006,,30,Eastern Pacific,,October,26/10/2006,28/10/2006,3,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Eleven - Tropical Depression (1999) - Eastern Pacific,Eleven,Tropical Depression,1999,,30,Eastern Pacific,,August,23/08/1999,24/08/1999,2,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Eleven - Tropical Depression (2007),Eleven,Tropical Depression,2007,,30,Eastern Pacific,,August,30/08/2007,31/08/2007,2,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Eleven - Tropical Depression (2010),Eleven,Tropical Depression,2010,,30,Eastern Pacific,,September,3/09/2010,4/09/2010,2,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Eleven - Tropical Depression (2002),Eleven,Tropical Depression,2002,,30,Eastern Pacific,,September,5/09/2002,8/09/2002,4,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Five e - Tropical Depression (2000),Five e,Tropical Depression,2000,,30,Eastern Pacific,,July,22/07/2000,23/07/2000,2,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Five e - Tropical Depression (1997),Five e,Tropical Depression,1997,,30,Eastern Pacific,,"June, July",29/06/1997,4/07/1997,6,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Four c - Tropical Depression (1997),Four c,Tropical Depression,1997,,30,Eastern Pacific,,October,31/10/1997,31/10/1997,1,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Four c - Tropical Depression (2006),Four c,Tropical Depression,2006,,30,Eastern Pacific,,October,13/10/2006,14/10/2006,2,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Four e - Tropical Depression (2007),Four e,Tropical Depression,2007,,30,Eastern Pacific,,July,9/07/2007,11/07/2007,3,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Four e - Tropical Depression (1999),Four e,Tropical Depression,1999,,30,Eastern Pacific,,July,23/07/1999,24/07/1999,2,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Four e - Tropical Depression (2000),Four e,Tropical Depression,2000,,30,Eastern Pacific,,July,6/07/2000,7/07/2000,2,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Fourteen - Tropical Depression (2001),Fourteen,Tropical Depression,2001,,30,Eastern Pacific,,October,3/10/2001,4/10/2001,2,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Makani - Tropical Depression (1999),Makani,Tropical Depression,1999,,30,Eastern Pacific,,May,1/05/1999,1/05/1999,1,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Nine e - Tropical Depression (2009),Nine e,Tropical Depression,2009,,30,Eastern Pacific,,August,9/08/2009,13/08/2009,5,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Nine e - Tropical Depression (1999),Nine e,Tropical Depression,1999,,30,Eastern Pacific,,August,13/08/1999,15/08/1999,3,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
One c - Tropical Depression (2001),One c,Tropical Depression,2001,,30,Eastern Pacific,,September,11/09/2001,11/09/2001,1,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
One c - Tropical Depression (2003),One c,Tropical Depression,2003,,30,Eastern Pacific,,August,15/08/2003,17/08/2003,3,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
One c - Tropical Depression (1998),One c,Tropical Depression,1998,,30,Eastern Pacific,,August,16/08/1998,18/08/1998,3,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
One c - Tropical Depression (1997),One c,Tropical Depression,1997,,25,Eastern Pacific,,July,26/07/1997,27/07/1997,2,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
One c - Tropical Depression (2005),One c,Tropical Depression,2005,,25,Eastern Pacific,,August,3/08/2005,5/08/2005,3,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
One e - Tropical Depression (2009),One e,Tropical Depression,2009,,30,Eastern Pacific,,June,18/06/2009,20/06/2009,3,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Seven - Tropical Depression (2002) - Eastern Pacific,Seven,Tropical Depression,2002,,30,Eastern Pacific,,August,6/08/2002,8/08/2002,3,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Seventeen - Tropical Depression (2008),Seventeen,Tropical Depression,2008,,30,Eastern Pacific,,October,23/10/2008,24/10/2008,2,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Six e - Tropical Depression (2010),Six e,Tropical Depression,2010,,30,Eastern Pacific,,July,14/07/2010,16/07/2010,3,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Six e - Tropical Depression (2001),Six e,Tropical Depression,2001,,30,Eastern Pacific,,August,22/08/2001,24/08/2001,3,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Six e - Tropical Depression (1999),Six e,Tropical Depression,1999,,30,Eastern Pacific,,July,27/07/1999,28/07/1999,2,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Sixteen - Tropical Depression (2014),Sixteen,Tropical Depression,2014,,30,Eastern Pacific,,September,11/09/2014,14/09/2014,4,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Sixteen - Tropical Depression (2002),Sixteen,Tropical Depression,2002,,30,Eastern Pacific,,November,14/11/2002,16/11/2002,3,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Ten e - Tropical Depression (2010),Ten e,Tropical Depression,2010,,30,Eastern Pacific,,September,3/09/2010,4/09/2010,2,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Thirteen - Tropical Depression (2007),Thirte,Tropical Depression,2007,,30,Eastern Pacific,,September,19/09/2007,20/09/2007,2,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Three  - Tropical Depression (2006),Three ,Tropical Depression,2006,,30,Eastern Pacific,,September,26/09/2006,26/09/2006,1,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Three  - Tropical Depression (2007),Three ,Tropical Depression,2007,,30,Eastern Pacific,,June,11/06/2007,13/06/2007,3,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Three  - Tropical Depression (1999),Three ,Tropical Depression,1999,,30,Eastern Pacific,,July,14/07/1999,15/07/1999,2,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Three  - Tropical Depression (2002),Three ,Tropical Depression,2002,,30,Eastern Pacific,,June,27/06/2002,29/06/2002,3,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Three_e - Tropical Depression (1997),Three_e,Tropical Depression,1997,,30,Eastern Pacific,,June,21/06/1997,24/06/1997,4,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Twelve - Tropical Depression (2011),Twelve,Tropical Depression,2011,,30,Eastern Pacific,,October,12/10/2011,12/10/2011,1,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Twelve - Tropical Depression (1998),Twelve,Tropical Depression,1998,,30,Eastern Pacific,,October,1/10/1998,3/10/1998,3,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Two c - Tropical Depression (2006),Two c,Tropical Depression,2006,,30,Eastern Pacific,,September,18/09/2006,20/09/2006,3,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Two c - Tropical Depression (2001),Two c,Tropical Depression,2001,,30,Eastern Pacific,,September,22/09/2001,24/09/2001,3,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Two c - Tropical Depression (2009),Two c,Tropical Depression,2009,,30,Eastern Pacific,,August,28/08/2009,29/08/2009,2,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Two e - Tropical Depression (2010),Two e,Tropical Depression,2010,,25,Eastern Pacific,,June,16/06/2010,17/06/2010,2,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Two e - Tropical Depression (1998),Two e,Tropical Depression,1998,,30,Eastern Pacific,,June,19/06/1998,22/06/1998,4,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
02s - Tropical Depression (2000),02s,Tropical Depression,2000,,125,Southern Indian,,November,12/11/2000,13/11/2000,2,http://weather.unisys.com/hurricane/s_indian/2000H/index.php
07s - Tropical Depression (2002),07s,Tropical Depression,2002,,30,Southern Indian,,December,26/12/2002,28/12/2002,3,http://weather.unisys.com/hurricane/s_indian/2002H/index.php
17s - Tropical Depression (2000),17s,Tropical Depression,2000,,30,Southern Indian,,March,1/03/2000,5/03/2000,5,http://weather.unisys.com/hurricane/s_indian/2000H/index.php
Bernar - Tropical Depression (2008),Bernar,Tropical Depression,2008,,25,Southern Indian,,November,20/11/2008,20/11/2008,1,http://weather.unisys.com/hurricane/s_indian/2008H/index.php
Melani - Tropical Depression (2008),Melani,Tropical Depression,2008,,30,Southern Indian,,January,1/01/2008,1/01/2008,1,http://weather.unisys.com/hurricane/s_indian/2008H/index.php
Vivien - Tropical Depression (2005),Vivien,Tropical Depression,2005,,30,Southern Indian,,February,7/02/2005,8/02/2005,2,http://weather.unisys.com/hurricane/s_indian/2005H/index.php
Helen - Tropical Depression (2008),Helen,Tropical Depression,2008,,30,Southern Pacific,,January,5/01/2008,6/01/2008,2,http://weather.unisys.com/hurricane/s_pacific/2008/index.php
Leo - Tropical Depression (2000),Leo,Tropical Depression,2000,,30,Southern Pacific,,March,6/03/2000,7/03/2000,2,http://weather.unisys.com/hurricane/s_pacific/2000/index.php
Noname - Tropical Depression (2007),Noname,Tropical Depression,2007,,30,Southern Pacific,,February,5/02/2007,5/02/2007,1,http://weather.unisys.com/hurricane/s_pacific/2007/index.php
01w - Tropical Depression (2001),01w,Tropical Depression,2001,,25,Western Pacific,,January,18/01/2001,18/01/2001,1,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
02w - Tropical Depression (2001),02w,Tropical Depression,2001,,25,Western Pacific,,April,18/04/2001,19/04/2001,2,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
03w - Tropical Depression (2003),03w,Tropical Depression,2003,,30,Western Pacific,,May,17/05/2003,20/05/2003,4,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
03w - Tropical Depression (2000),03w,Tropical Depression,2000,,30,Western Pacific,,May,21/05/2000,22/05/2000,2,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
03w - Tropical Depression (2002),03w,Tropical Depression,2002,,30,Western Pacific,,March,19/03/2002,25/03/2002,7,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
04w - Tropical Depression (2000),04w,Tropical Depression,2000,,30,Western Pacific,,"May, June",30/05/2000,1/06/2000,3,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
04w - Tropical Depression (2002),04w,Tropical Depression,2002,,30,Western Pacific,,April,5/04/2002,7/04/2002,3,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
05w - Tropical Depression (2006),05w,Tropical Depression,2006,,30,Western Pacific,,July,8/07/2006,9/07/2006,2,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
06w - Tropical Depression (2002),06w,Tropical Depression,2002,,25,Western Pacific,,May,28/05/2002,29/05/2002,2,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
07w - Tropical Depression (2000),07w,Tropical Depression,2000,,25,Western Pacific,,July,13/07/2000,15/07/2000,3,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
08w - Tropical Depression (2003),08w,Tropical Depression,2003,,25,Western Pacific,,July,15/07/2003,15/07/2003,1,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
08w - Tropical Depression (2001),08w,Tropical Depression,2001,,25,Western Pacific,,July,10/07/2001,11/07/2001,2,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
08w - Tropical Depression (2000),08w,Tropical Depression,2000,,25,Western Pacific,,July,16/07/2000,17/07/2000,2,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
10w - Tropical Depression (2000),10w,Tropical Depression,2000,,25,Western Pacific,,July,20/07/2000,23/07/2000,4,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
13w - Tropical Depression (2002),13w,Tropical Depression,2002,,30,Western Pacific,,July,18/07/2002,21/07/2002,4,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
13w - Tropical Depression (2006),13w,Tropical Depression,2006,,30,Western Pacific,,August,24/08/2006,25/08/2006,2,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
14e - Tropical Depression (2002),14e,Tropical Depression,2002,,30,Western Pacific,,October,22/10/2002,22/10/2002,1,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
14w - Tropical Depression (2000),14w,Tropical Depression,2000,,30,Western Pacific,,August,8/08/2000,10/08/2000,3,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
14w - Tropical Depression (2007),14w,Tropical Depression,2007,,30,Western Pacific,,September,21/09/2007,22/09/2007,2,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
15e - Tropical Depression (2002),15e,Tropical Depression,2002,,30,Western Pacific,,October,22/10/2002,22/10/2002,1,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
15w - Tropical Depression (2006),15w,Tropical Depression,2006,,30,Western Pacific,,September,12/09/2006,13/09/2006,2,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
15w - Tropical Depression (2001),15w,Tropical Depression,2001,,30,Western Pacific,,August,24/08/2001,25/08/2001,2,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
16e - Tropical Depression (2001),16e,Tropical Depression,2001,,30,Western Pacific,,October,20/10/2001,20/10/2001,1,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
16e - Tropical Depression (2002),16e,Tropical Depression,2002,,30,Western Pacific,,November,14/11/2002,16/11/2002,3,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
17e - Tropical Depression (2001),17e,Tropical Depression,2001,,30,Western Pacific,,October,31/10/2001,31/10/2001,1,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
17w - Tropical Depression (2002),17w,Tropical Depression,2002,,25,Western Pacific,,August,5/08/2002,5/08/2002,1,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
17w - Tropical Depression (2000),17w,Tropical Depression,2000,,25,Western Pacific,,August,18/08/2000,19/08/2000,2,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
17w - Tropical Depression (2010),17w,Tropical Depression,2010,,30,Western Pacific,,October,21/10/2010,23/10/2010,3,http://weather.unisys.com/hurricane/w_pacific/2010H/index.php
17w - Tropical Depression (2006),17w,Tropical Depression,2006,,30,Western Pacific,,September,23/09/2006,25/09/2006,3,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
18w - Tropical Depression (2003),18w,Tropical Depression,2003,,25,Western Pacific,,October,6/10/2003,10/10/2003,5,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
18w - Tropical Depression (2002),18w,Tropical Depression,2002,,30,Western Pacific,,August,10/08/2002,13/08/2002,4,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
19w - Tropical Depression (2003),19w,Tropical Depression,2003,,30,Western Pacific,,October,12/10/2003,13/10/2003,2,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
21w - Tropical Depression (1997),21w,Tropical Depression,1997,,30,Western Pacific,,September,11/09/1997,12/09/1997,2,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
22w - Tropical Depression (2003),22w,Tropical Depression,2003,,25,Western Pacific,,October,22/10/2003,23/10/2003,2,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
23w - Tropical Depression (2006),23w,Tropical Depression,2006,,25,Western Pacific,,November,9/11/2006,9/11/2006,1,http://weather.unisys.com/hurricane/w_pacific/2006H/index.php
23w - Tropical Depression (2002),23w,Tropical Depression,2002,,30,Western Pacific,,September,10/09/2002,10/09/2002,1,http://weather.unisys.com/hurricane/w_pacific/2002H/index.php
23w - Tropical Depression (2003),23w,Tropical Depression,2003,,25,Western Pacific,,October,23/10/2003,24/10/2003,2,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
25w - Tropical Depression (2003),25w,Tropical Depression,2003,,30,Western Pacific,,November,12/11/2003,12/11/2003,1,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
25w - Tropical Depression (2007),25w,Tropical Depression,2007,,25,Western Pacific,,November,26/11/2007,27/11/2007,2,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
26w - Tropical Depression (2007),26w,Tropical Depression,2007,,25,Western Pacific,,November,28/11/2007,28/11/2007,1,http://weather.unisys.com/hurricane/w_pacific/2007H/index.php
26w - Tropical Depression (1997),26w,Tropical Depression,1997,,30,Western Pacific,,October,4/10/1997,7/10/1997,4,http://weather.unisys.com/hurricane/w_pacific/1997H/index.php
27w - Tropical Depression (2003),27w,Tropical Depression,2003,,30,Western Pacific,,December,24/12/2003,27/12/2003,4,http://weather.unisys.com/hurricane/w_pacific/2003H/index.php
27w - Tropical Depression (2000),27w,Tropical Depression,2000,,30,Western Pacific,,September,28/09/2000,30/09/2000,3,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
28w - Tropical Depression (2000),28w,Tropical Depression,2000,,30,Western Pacific,,October,6/10/2000,12/10/2000,7,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
28w - Tropical Depression (2001),28w,Tropical Depression,2001,,30,Western Pacific,,November,18/11/2001,24/11/2001,7,http://weather.unisys.com/hurricane/w_pacific/2001H/index.php
29w - Tropical Depression (2000),29w,Tropical Depression,2000,,30,Western Pacific,,October,21/10/2000,21/10/2000,1,http://weather.unisys.com/hurricane/w_pacific/2000H/index.php
